new_county_name,state_id,candidate,total_votes,won
Jefferson,17000,Joe Biden,4608,0
Jefferson,18000,Donald Trump,9663,1
Jefferson,18000,Joe Biden,4731,0
Jefferson,19000,Donald Trump,4443,1
Jefferson,19000,Joe Biden,4319,0
Jefferson,20000,Donald Trump,6193,1
Jefferson,20000,Joe Biden,3106,0
Jefferson,21000,Donald Trump,150646,0
Jefferson,21000,Joe Biden,228358,1
Jefferson,22000,Donald Trump,105949,1
Jefferson,22000,Joe Biden,84477,0
Jefferson,23000,Donald Trump,951,1
Jefferson,23000,Joe Biden,679,0
Jefferson,28000,Donald Trump,531,0
Jefferson,28000,Joe Biden,3327,1
Jefferson,29000,Donald Trump,77046,1
Jefferson,29000,Joe Biden,37523,0
Jefferson,30000,Donald Trump,5345,1
Jefferson,30000,Joe Biden,2625,0
Jefferson,31000,Donald Trump,2616,1
Jefferson,31000,Joe Biden,1016,0
Jefferson,33000,Donald Trump,394,1
Jefferson,33000,Joe Biden,257,0
Jefferson,36000,Donald Trump,25629,1
Jefferson,36000,Joe Biden,17307,0
Jefferson,39000,Donald Trump,22828,1
Jefferson,39000,Joe Biden,10018,0
Jefferson,40000,Donald Trump,2026,1
Jefferson,40000,Joe Biden,319,0
Jefferson,41000,Donald Trump,7189,1
Jefferson,41000,Joe Biden,4393,0
Jefferson,42000,Donald Trump,17960,1
Jefferson,42000,Joe Biden,4527,0
Jefferson,47000,Donald Trump,18651,1
Jefferson,47000,Joe Biden,4654,0
Jefferson,48000,Donald Trump,47570,1
Jefferson,48000,Joe Biden,46073,0
Jefferson,53000,Donald Trump,6931,0
Jefferson,53000,Joe Biden,17204,1
Jefferson,54000,Donald Trump,15033,1
Jefferson,54000,Joe Biden,12127,0
Jefferson,55000,Donald Trump,27208,1
Jefferson,55000,Joe Biden,19904,0
Jefferson Davis,22000,Donald Trump,11423,1
Jefferson Davis,22000,Joe Biden,3208,0
Jefferson Davis,28000,Donald Trump,2534,0
Jefferson Davis,28000,Joe Biden,3599,1
Jenkins,13000,Donald Trump,2161,1
Jenkins,13000,Joe Biden,1266,0
Jennings,18000,Donald Trump,9490,1
Jennings,18000,Joe Biden,2523,0
Jerauld,46000,Donald Trump,721,1
Jerauld,46000,Joe Biden,270,0
Jericho,50000,Donald Trump,905,0
Jericho,50000,Joe Biden,2657,1
Jerome,16000,Donald Trump,5734,1
Jerome,16000,Joe Biden,1893,0
Jersey,17000,Donald Trump,8712,1
Jersey,17000,Joe Biden,2961,0
Jessamine,21000,Donald Trump,17096,1
Jessamine,21000,Joe Biden,8567,0
Jewell,20000,Donald Trump,1369,1
Jewell,20000,Joe Biden,211,0
Jim Hogg,48000,Donald Trump,833,0
Jim Hogg,48000,Joe Biden,1197,1
Jim Wells,48000,Donald Trump,7453,1
Jim Wells,48000,Joe Biden,6119,0
Jo Daviess,17000,Donald Trump,7166,1
Jo Daviess,17000,Joe Biden,5109,0
Johnson,5000,Donald Trump,6938,1
Johnson,5000,Joe Biden,2283,0
Johnson,13000,Donald Trump,2850,1
Johnson,13000,Joe Biden,1222,0
Johnson,17000,Donald Trump,5059,1
Johnson,17000,Joe Biden,1281,0
Johnson,18000,Donald Trump,51219,1
Johnson,18000,Joe Biden,24736,0
Johnson,19000,Donald Trump,22925,0
Johnson,19000,Joe Biden,59177,1
Johnson,20000,Donald Trump,155631,0
Johnson,20000,Joe Biden,184259,1
Johnson,21000,Donald Trump,8450,1
Johnson,21000,Joe Biden,1608,0
Johnson,29000,Donald Trump,15489,1
Johnson,29000,Joe Biden,6974,0
Johnson,31000,Donald Trump,1518,1
Johnson,31000,Joe Biden,647,0
Johnson,47000,Donald Trump,6468,1
Johnson,47000,Joe Biden,1246,0
Johnson,48000,Donald Trump,54628,1
Johnson,48000,Joe Biden,16464,0
Johnson,50000,Donald Trump,528,0
Johnson,50000,Joe Biden,994,1
Johnson,56000,Donald Trump,3881,1
Johnson,56000,Joe Biden,897,0
Johnston,37000,Donald Trump,68353,1
Johnston,37000,Joe Biden,41257,0
Johnston,40000,Donald Trump,3441,1
Johnston,40000,Joe Biden,738,0
Johnston,44000,Donald Trump,8222,1
Johnston,44000,Joe Biden,6838,0
Jones,13000,Donald Trump,9940,1
Jones,13000,Joe Biden,4882,0
Jones,19000,Donald Trump,6572,1
Jones,19000,Joe Biden,4213,0
Jones,28000,Donald Trump,21226,1
Jones,28000,Joe Biden,8517,0
Jones,37000,Donald Trump,3280,1
Jones,37000,Joe Biden,2197,0
Jones,46000,Donald Trump,498,1
Jones,46000,Joe Biden,90,0
Jones,48000,Donald Trump,5660,1
Jones,48000,Joe Biden,999,0
Jonesboro,23000,Donald Trump,212,1
Jonesboro,23000,Joe Biden,124,0
Jonesport,23000,Donald Trump,447,1
Jonesport,23000,Joe Biden,243,0
Josephine,41000,Donald Trump,31751,1
Josephine,41000,Joe Biden,18451,0
Juab,49000,Donald Trump,5087,1
Juab,49000,Joe Biden,645,0
Judith Basin,30000,Donald Trump,1040,1
Judith Basin,30000,Joe Biden,275,0
Juneau,55000,Donald Trump,8749,1
Juneau,55000,Joe Biden,4746,0
Juniata,42000,Donald Trump,9649,1
Juniata,42000,Joe Biden,2253,0
Kalamazoo,26000,Donald Trump,56823,0
Kalamazoo,26000,Joe Biden,83686,1
Kalkaska,26000,Donald Trump,7436,1
Kalkaska,26000,Joe Biden,3002,0
Kanabec,27000,Donald Trump,6278,1
Kanabec,27000,Joe Biden,2774,0
Kanawha,54000,Donald Trump,46398,1
Kanawha,54000,Joe Biden,34344,0
Kandiyohi,27000,Donald Trump,14437,1
Kandiyohi,27000,Joe Biden,8440,0
Kane,17000,Donald Trump,96775,0
Kane,17000,Joe Biden,130166,1
Kane,49000,Donald Trump,2998,1
Kane,49000,Joe Biden,1083,0
Kankakee,17000,Donald Trump,28532,1
Kankakee,17000,Joe Biden,20271,0
Karnes,48000,Donald Trump,3968,1
Karnes,48000,Joe Biden,1234,0
Kauai,15000,Donald Trump,11582,0
Kauai,15000,Joe Biden,21225,1
Kaufman,48000,Donald Trump,37624,1
Kaufman,48000,Joe Biden,18405,0
Kay,40000,Donald Trump,12834,1
Kay,40000,Joe Biden,4040,0
Kearney,31000,Donald Trump,2822,1
Kearney,31000,Joe Biden,701,0
Kearny,20000,Donald Trump,1134,1
Kearny,20000,Joe Biden,255,0
Keene,33000,Donald Trump,3758,0
Keene,33000,Joe Biden,8950,1
Keith,31000,Donald Trump,3544,1
Keith,31000,Joe Biden,763,0
Kemper,28000,Donald Trump,1787,0
Kemper,28000,Joe Biden,2887,1
Kendall,17000,Donald Trump,29492,0
Kendall,17000,Joe Biden,33168,1
Kendall,48000,Donald Trump,20083,1
Kendall,48000,Joe Biden,6020,0
Kenduskeag,23000,Donald Trump,514,1
Kenduskeag,23000,Joe Biden,242,0
Kenedy,48000,Donald Trump,127,1
Kenedy,48000,Joe Biden,65,0
Kennebunk,23000,Donald Trump,2682,0
Kennebunk,23000,Joe Biden,5368,1
Kennebunkport,23000,Donald Trump,926,0
Kennebunkport,23000,Joe Biden,1777,1
Kenosha,55000,Donald Trump,44972,1
Kenosha,55000,Joe Biden,42193,0
Kensington,33000,Donald Trump,726,0
Kensington,33000,Joe Biden,805,1
Kent,9000,Donald Trump,568,0
Kent,9000,Joe Biden,1277,1
Kent,10000,Donald Trump,41009,0
Kent,10000,Joe Biden,44552,1
Kent,24000,Donald Trump,5195,0
Kent,24000,Joe Biden,5329,1
Kent,26000,Donald Trump,165741,0
Kent,26000,Joe Biden,187915,1
Kent,48000,Donald Trump,411,1
Kent,48000,Joe Biden,47,0
Kenton,21000,Donald Trump,48129,1
Kenton,21000,Joe Biden,32271,0
Keokuk,19000,Donald Trump,3797,1
Keokuk,19000,Joe Biden,1414,0
Kern,6000,Donald Trump,164484,1
Kern,6000,Joe Biden,133366,0
Kerr,48000,Donald Trump,20879,1
Kerr,48000,Joe Biden,6524,0
Kershaw,45000,Donald Trump,20471,1
Kershaw,45000,Joe Biden,12699,0
Kewaunee,55000,Donald Trump,7927,1
Kewaunee,55000,Joe Biden,3976,0
Keweenaw,26000,Donald Trump,862,1
Keweenaw,26000,Joe Biden,672,0
Keya Paha,31000,Donald Trump,476,1
Keya Paha,31000,Joe Biden,49,0
Kidder,38000,Donald Trump,1215,1
Kidder,38000,Joe Biden,221,0
Killingly,9000,Donald Trump,4678,1
Killingly,9000,Joe Biden,3402,0
Killington,50000,Donald Trump,255,0
Killington,50000,Joe Biden,560,1
Killingworth,9000,Donald Trump,1979,0
Killingworth,9000,Joe Biden,2343,1
Kimball,31000,Donald Trump,1563,1
Kimball,31000,Joe Biden,268,0
Kimble,48000,Donald Trump,1987,1
Kimble,48000,Joe Biden,284,0
King,48000,Donald Trump,151,1
King,48000,Joe Biden,8,0
King,53000,Donald Trump,269167,0
King,53000,Joe Biden,907310,1
King George,51000,Donald Trump,8446,1
King George,51000,Joe Biden,5404,0
King William,51000,Donald Trump,7320,1
King William,51000,Joe Biden,3260,0
King and Queen,51000,Donald Trump,2450,1
King and Queen,51000,Joe Biden,1590,0
Kingfield,23000,Donald Trump,444,1
Kingfield,23000,Joe Biden,407,0
Kingfisher,40000,Donald Trump,5521,1
Kingfisher,40000,Joe Biden,854,0
Kingman,20000,Donald Trump,3102,1
Kingman,20000,Joe Biden,745,0
Kings,6000,Donald Trump,24072,1
Kings,6000,Joe Biden,18699,0
Kings,36000,Donald Trump,202772,0
Kings,36000,Joe Biden,703310,1
Kingsbury,46000,Donald Trump,1904,1
Kingsbury,46000,Joe Biden,819,0
Kingsbury Plt.,23000,Donald Trump,0,0
Kingsbury Plt.,23000,Joe Biden,0,1
Kingston,25000,Donald Trump,3775,0
Kingston,25000,Joe Biden,4522,1
Kingston,33000,Donald Trump,2311,1
Kingston,33000,Joe Biden,1731,0
Kinney,48000,Donald Trump,1144,1
Kinney,48000,Joe Biden,446,0
Kiowa,8000,Donald Trump,795,1
Kiowa,8000,Joe Biden,98,0
Kiowa,20000,Donald Trump,957,1
Kiowa,20000,Joe Biden,153,0
Kiowa,40000,Donald Trump,2673,1
Kiowa,40000,Joe Biden,699,0
Kirby,50000,Donald Trump,129,0
Kirby,50000,Joe Biden,190,1
Kit Carson,8000,Donald Trump,3144,1
Kit Carson,8000,Joe Biden,662,0
Kitsap,53000,Donald Trump,61563,0
Kitsap,53000,Joe Biden,90277,1
Kittery,23000,Donald Trump,1809,0
Kittery,23000,Joe Biden,4418,1
Kittitas,53000,Donald Trump,14105,1
Kittitas,53000,Joe Biden,11421,0
Kittson,27000,Donald Trump,1546,1
Kittson,27000,Joe Biden,1006,0
Klamath,41000,Donald Trump,25308,1
Klamath,41000,Joe Biden,10388,0
Kleberg,48000,Donald Trump,5504,1
Kleberg,48000,Joe Biden,5314,0
Klickitat,53000,Donald Trump,7237,1
Klickitat,53000,Joe Biden,5959,0
Knott,21000,Donald Trump,4780,1
Knott,21000,Joe Biden,1412,0
Knox,17000,Donald Trump,12009,1
Knox,17000,Joe Biden,10703,0
Knox,18000,Donald Trump,11655,1
Knox,18000,Joe Biden,4067,0
Knox,21000,Donald Trump,11012,1
Knox,21000,Joe Biden,2114,0
Knox,23000,Donald Trump,315,1
Knox,23000,Joe Biden,147,0
Knox,29000,Donald Trump,1486,1
Knox,29000,Joe Biden,340,0
Knox,31000,Donald Trump,3721,1
Knox,31000,Joe Biden,905,0
Knox,39000,Donald Trump,22340,1
Knox,39000,Joe Biden,8589,0
Knox,47000,Donald Trump,124540,1
Knox,47000,Joe Biden,91422,0
Knox,48000,Donald Trump,1180,1
Knox,48000,Joe Biden,265,0
Koochiching,27000,Donald Trump,4131,1
Koochiching,27000,Joe Biden,2659,0
Kootenai,16000,Donald Trump,62837,1
Kootenai,16000,Joe Biden,24312,0
Kosciusko,18000,Donald Trump,26499,1
Kosciusko,18000,Joe Biden,8364,0
Kossuth,19000,Donald Trump,6275,1
Kossuth,19000,Joe Biden,2696,0
La Crosse,55000,Donald Trump,28684,0
La Crosse,55000,Joe Biden,37846,1
La Paz,4000,Donald Trump,5129,1
La Paz,4000,Joe Biden,2236,0
La Plata,8000,Donald Trump,14233,0
La Plata,8000,Joe Biden,20548,1
La Salle,48000,Donald Trump,1335,1
La Salle,48000,Joe Biden,1052,0
LaGrange,18000,Donald Trump,8110,1
LaGrange,18000,Joe Biden,2355,0
LaGrange,23000,Donald Trump,248,1
LaGrange,23000,Joe Biden,101,0
LaMoure,38000,Donald Trump,1645,1
LaMoure,38000,Joe Biden,527,0
LaPorte,18000,Donald Trump,25997,1
LaPorte,18000,Joe Biden,22427,0
LaSalle,17000,Donald Trump,30113,1
LaSalle,17000,Joe Biden,22442,0
LaSalle,22000,Donald Trump,6378,1
LaSalle,22000,Joe Biden,638,0
Labette,20000,Donald Trump,5639,1
Labette,20000,Joe Biden,2607,0
Lac qui Parle,27000,Donald Trump,2528,1
Lac qui Parle,27000,Joe Biden,1446,0
Lackawanna,42000,Donald Trump,52334,0
Lackawanna,42000,Joe Biden,61991,1
Laclede,29000,Donald Trump,13762,1
Laclede,29000,Joe Biden,2780,0
Laconia,33000,Donald Trump,4642,1
Laconia,33000,Joe Biden,4141,0
Lafayette,5000,Donald Trump,1757,1
Lafayette,5000,Joe Biden,839,0
Lafayette,12000,Donald Trump,3128,1
Lafayette,12000,Joe Biden,510,0
Lafayette,22000,Donald Trump,72519,1
Lafayette,22000,Joe Biden,39685,0
Lafayette,28000,Donald Trump,12949,1
Lafayette,28000,Joe Biden,10070,0
Lafayette,29000,Donald Trump,12273,1
Lafayette,29000,Joe Biden,4472,0
Lafayette,55000,Donald Trump,4821,1
Lafayette,55000,Joe Biden,3647,0
Lafourche,22000,Donald Trump,36024,1
Lafourche,22000,Joe Biden,8672,0
Lake,6000,Donald Trump,13123,0
Lake,6000,Joe Biden,14941,1
Lake,8000,Donald Trump,1497,0
Lake,8000,Joe Biden,2303,1
Lake,12000,Donald Trump,125859,1
Lake,12000,Joe Biden,83505,0
Lake,17000,Donald Trump,123594,0
Lake,17000,Joe Biden,204032,1
Lake,18000,Donald Trump,91760,0
Lake,18000,Joe Biden,124870,1
Lake,26000,Donald Trump,3946,1
Lake,26000,Joe Biden,2288,0
Lake,27000,Donald Trump,3393,0
Lake,27000,Joe Biden,3647,1
Lake,30000,Donald Trump,9322,1
Lake,30000,Joe Biden,6916,0
Lake,39000,Donald Trump,73278,1
Lake,39000,Joe Biden,55514,0
Lake,41000,Donald Trump,3470,1
Lake,41000,Joe Biden,792,0
Lake,46000,Donald Trump,3681,1
Lake,46000,Joe Biden,2068,0
Lake,47000,Donald Trump,1492,1
Lake,47000,Joe Biden,526,0
Lake View Plt.,23000,Donald Trump,71,1
Lake View Plt.,23000,Joe Biden,40,0
Lake of the Woods,27000,Donald Trump,1704,1
Lake of the Woods,27000,Joe Biden,671,0
Lakeville,23000,Donald Trump,38,1
Lakeville,23000,Joe Biden,29,0
Lakeville,25000,Donald Trump,3778,1
Lakeville,25000,Joe Biden,3336,0
Lamar,1000,Donald Trump,6174,1
Lamar,1000,Joe Biden,978,0
Lamar,13000,Donald Trump,6331,1
Lamar,13000,Joe Biden,2620,0
Lamar,28000,Donald Trump,20704,1
Lamar,28000,Joe Biden,7340,0
Lamar,48000,Donald Trump,16760,1
Lamar,48000,Joe Biden,4458,0
Lamb,48000,Donald Trump,3521,1
Lamb,48000,Joe Biden,840,0
Lamoine,23000,Donald Trump,576,0
Lamoine,23000,Joe Biden,616,1
Lampasas,48000,Donald Trump,8086,1
Lampasas,48000,Joe Biden,2144,0
Lancaster,25000,Donald Trump,1762,0
Lancaster,25000,Joe Biden,2458,1
Lancaster,31000,Donald Trump,70092,0
Lancaster,31000,Joe Biden,82293,1
Lancaster,33000,Donald Trump,874,1
Lancaster,33000,Joe Biden,817,0
Lancaster,42000,Donald Trump,160209,1
Lancaster,42000,Joe Biden,115847,0
Lancaster,45000,Donald Trump,30312,1
Lancaster,45000,Joe Biden,18937,0
Lancaster,51000,Donald Trump,3697,1
Lancaster,51000,Joe Biden,3368,0
Landaff,33000,Donald Trump,155,1
Landaff,33000,Joe Biden,126,0
Lander,32000,Donald Trump,2198,1
Lander,32000,Joe Biden,496,0
Landgrove,50000,Donald Trump,18,0
Landgrove,50000,Joe Biden,114,1
Lane,20000,Donald Trump,757,1
Lane,20000,Joe Biden,114,0
Lane,41000,Donald Trump,80336,0
Lane,41000,Joe Biden,134366,1
Lanesborough,25000,Donald Trump,604,0
Lanesborough,25000,Joe Biden,1237,1
Langdon,33000,Donald Trump,199,0
Langdon,33000,Joe Biden,206,1
Langlade,55000,Donald Trump,7330,1
Langlade,55000,Joe Biden,3704,0
Lanier,13000,Donald Trump,2509,1
Lanier,13000,Joe Biden,1019,0
Lapeer,26000,Donald Trump,35482,1
Lapeer,26000,Joe Biden,16367,0
Laramie,56000,Donald Trump,27891,1
Laramie,56000,Joe Biden,15217,0
Larimer,8000,Donald Trump,91489,0
Larimer,8000,Joe Biden,126120,1
Larue,21000,Donald Trump,5685,1
Larue,21000,Joe Biden,1504,0
Las Animas,8000,Donald Trump,4284,1
Las Animas,8000,Joe Biden,3497,0
Lassen,6000,Donald Trump,8970,1
Lassen,6000,Joe Biden,2799,0
Latah,16000,Donald Trump,9472,0
Latah,16000,Joe Biden,10236,1
Latimer,40000,Donald Trump,3437,1
Latimer,40000,Joe Biden,762,0
Lauderdale,1000,Donald Trump,31721,1
Lauderdale,1000,Joe Biden,11915,0
Lauderdale,28000,Donald Trump,17967,1
Lauderdale,28000,Joe Biden,12960,0
Lauderdale,47000,Donald Trump,5674,1
Lauderdale,47000,Joe Biden,3193,0
Laurel,21000,Donald Trump,23237,1
Laurel,21000,Joe Biden,4475,0
Laurens,13000,Donald Trump,14493,1
Laurens,13000,Joe Biden,8074,0
Laurens,45000,Donald Trump,20004,1
Laurens,45000,Joe Biden,10159,0
Lavaca,48000,Donald Trump,8804,1
Lavaca,48000,Joe Biden,1333,0
Lawrence,1000,Donald Trump,12322,1
Lawrence,1000,Joe Biden,3562,0
Lawrence,5000,Donald Trump,4569,1
Lawrence,5000,Joe Biden,1080,0
Lawrence,17000,Donald Trump,4886,1
Lawrence,17000,Joe Biden,1419,0
Lawrence,18000,Donald Trump,15601,1
Lawrence,18000,Joe Biden,4961,0
Lawrence,21000,Donald Trump,5633,1
Lawrence,21000,Joe Biden,1238,0
Lawrence,25000,Donald Trump,5803,0
Lawrence,25000,Joe Biden,17023,1
Lawrence,28000,Donald Trump,4285,1
Lawrence,28000,Joe Biden,2260,0
Lawrence,29000,Donald Trump,14426,1
Lawrence,29000,Joe Biden,3214,0
Lawrence,39000,Donald Trump,20306,1
Lawrence,39000,Joe Biden,7489,0
Lawrence,42000,Donald Trump,29597,1
Lawrence,42000,Joe Biden,15978,0
Lawrence,46000,Donald Trump,8753,1
Lawrence,46000,Joe Biden,4537,0
Lawrence,47000,Donald Trump,15334,1
Lawrence,47000,Joe Biden,3195,0
Le Flore,40000,Donald Trump,15213,1
Le Flore,40000,Joe Biden,3299,0
Le Sueur,27000,Donald Trump,10775,1
Le Sueur,27000,Joe Biden,5672,0
Lea,35000,Donald Trump,16531,1
Lea,35000,Joe Biden,4061,0
Leake,28000,Donald Trump,5228,1
Leake,28000,Joe Biden,3897,0
Leavenworth,20000,Donald Trump,21378,1
Leavenworth,20000,Joe Biden,13753,0
Lebanon,9000,Donald Trump,2268,1
Lebanon,9000,Joe Biden,2052,0
Lebanon,23000,Donald Trump,2178,1
Lebanon,23000,Joe Biden,1232,0
Lebanon,33000,Donald Trump,1954,0
Lebanon,33000,Joe Biden,5895,1
Lebanon,42000,Donald Trump,46731,1
Lebanon,42000,Joe Biden,23932,0
Ledyard,9000,Donald Trump,3664,0
Ledyard,9000,Joe Biden,4534,1
Lee,1000,Donald Trump,42221,1
Lee,1000,Joe Biden,27860,0
Lee,5000,Donald Trump,1286,0
Lee,5000,Joe Biden,1423,1
Lee,12000,Donald Trump,233247,1
Lee,12000,Joe Biden,157695,0
Lee,13000,Donald Trump,12007,1
Lee,13000,Joe Biden,4558,0
Lee,17000,Donald Trump,9630,1
Lee,17000,Joe Biden,6407,0
Lee,19000,Donald Trump,9773,1
Lee,19000,Joe Biden,6541,0
Lee,21000,Donald Trump,2273,1
Lee,21000,Joe Biden,481,0
Lee,23000,Donald Trump,350,1
Lee,23000,Joe Biden,140,0
Lee,25000,Donald Trump,985,0
Lee,25000,Joe Biden,2415,1
Lee,28000,Donald Trump,24207,1
Lee,28000,Joe Biden,12189,0
Lee,33000,Donald Trump,971,0
Lee,33000,Joe Biden,1957,1
Lee,37000,Donald Trump,16469,1
Lee,37000,Joe Biden,12143,0
Lee,45000,Donald Trump,3008,0
Lee,45000,Joe Biden,5329,1
Lee,48000,Donald Trump,6255,1
Lee,48000,Joe Biden,1750,0
Lee,51000,Donald Trump,8365,1
Lee,51000,Joe Biden,1489,0
Leeds,23000,Donald Trump,818,1
Leeds,23000,Joe Biden,505,0
Leelanau,26000,Donald Trump,7916,0
Leelanau,26000,Joe Biden,8795,1
Leflore,28000,Donald Trump,3129,0
Leflore,28000,Joe Biden,7648,1
Lehigh,42000,Donald Trump,84259,0
Lehigh,42000,Joe Biden,98288,1
Leicester,25000,Donald Trump,3146,1
Leicester,25000,Joe Biden,3101,0
Leicester,50000,Donald Trump,230,0
Leicester,50000,Joe Biden,296,1
Lemhi,16000,Donald Trump,3592,1
Lemhi,16000,Joe Biden,1032,0
Lemington,50000,Donald Trump,23,0
Lemington,50000,Joe Biden,25,1
Lempster,33000,Donald Trump,440,1
Lempster,33000,Joe Biden,274,0
Lenawee,26000,Donald Trump,31541,1
Lenawee,26000,Joe Biden,20918,0
Lenoir,37000,Donald Trump,14590,1
Lenoir,37000,Joe Biden,13605,0
Lenox,25000,Donald Trump,602,0
Lenox,25000,Joe Biden,2701,1
Leominster,25000,Donald Trump,8592,0
Leominster,25000,Joe Biden,12344,1
Leon,12000,Donald Trump,57453,0
Leon,12000,Joe Biden,103517,1
Leon,48000,Donald Trump,7523,1
Leon,48000,Joe Biden,1072,0
Leslie,21000,Donald Trump,4321,1
Leslie,21000,Joe Biden,446,0
Letcher,21000,Donald Trump,7226,1
Letcher,21000,Joe Biden,1799,0
Levant,23000,Donald Trump,1149,1
Levant,23000,Joe Biden,477,0
Leverett,25000,Donald Trump,163,0
Leverett,25000,Joe Biden,1193,1
Levy,12000,Donald Trump,16749,1
Levy,12000,Joe Biden,6205,0
Lewis,16000,Donald Trump,1489,1
Lewis,16000,Joe Biden,349,0
Lewis,21000,Donald Trump,4986,1
Lewis,21000,Joe Biden,823,0
Lewis,29000,Donald Trump,3553,1
Lewis,29000,Joe Biden,984,0
Lewis,36000,Donald Trump,8894,1
Lewis,36000,Joe Biden,3824,0
Lewis,47000,Donald Trump,4474,1
Lewis,47000,Joe Biden,1072,0
Lewis,53000,Donald Trump,29391,1
Lewis,53000,Joe Biden,14520,0
Lewis,54000,Donald Trump,5782,1
Lewis,54000,Joe Biden,1538,0
Lewis and Clark,30000,Donald Trump,21409,1
Lewis and Clark,30000,Joe Biden,19743,0
Lewiston,23000,Donald Trump,7232,0
Lewiston,23000,Joe Biden,9616,1
Lexington,25000,Donald Trump,3337,0
Lexington,25000,Joe Biden,16308,1
Lexington,45000,Donald Trump,92817,1
Lexington,45000,Joe Biden,49301,0
Lexington city,51000,Donald Trump,906,0
Lexington city,51000,Joe Biden,1791,1
Leyden,25000,Donald Trump,155,0
Leyden,25000,Joe Biden,330,1
Liberty,12000,Donald Trump,2846,1
Liberty,12000,Joe Biden,694,0
Liberty,13000,Donald Trump,7959,0
Liberty,13000,Joe Biden,13104,1
Liberty,23000,Donald Trump,308,1
Liberty,23000,Joe Biden,265,0
Liberty,30000,Donald Trump,821,1
Liberty,30000,Joe Biden,249,0
Liberty,48000,Donald Trump,23302,1
Liberty,48000,Joe Biden,5785,0
Licking,39000,Donald Trump,59514,1
Licking,39000,Joe Biden,33055,0
Limerick,23000,Donald Trump,948,1
Limerick,23000,Joe Biden,813,0
Limestone,1000,Donald Trump,34640,1
Limestone,1000,Joe Biden,13672,0
Limestone,23000,Donald Trump,423,1
Limestone,23000,Joe Biden,325,0
Limestone,48000,Donald Trump,6789,1
Limestone,48000,Joe Biden,2213,0
Limington,23000,Donald Trump,1357,1
Limington,23000,Joe Biden,856,0
Lincoln,5000,Donald Trump,2729,1
Lincoln,5000,Joe Biden,1032,0
Lincoln,8000,Donald Trump,2135,1
Lincoln,8000,Joe Biden,470,0
Lincoln,13000,Donald Trump,3173,1
Lincoln,13000,Joe Biden,1432,0
Lincoln,16000,Donald Trump,1469,1
Lincoln,16000,Joe Biden,414,0
Lincoln,20000,Donald Trump,1273,1
Lincoln,20000,Joe Biden,266,0
Lincoln,21000,Donald Trump,8489,1
Lincoln,21000,Joe Biden,2254,0
Lincoln,22000,Donald Trump,11311,1
Lincoln,22000,Joe Biden,7559,0
Lincoln,23000,Donald Trump,1723,1
Lincoln,23000,Joe Biden,813,0
Lincoln,25000,Donald Trump,683,0
Lincoln,25000,Joe Biden,3493,1
Lincoln,27000,Donald Trump,2121,1
Lincoln,27000,Joe Biden,937,0
Lincoln,28000,Donald Trump,11596,1
Lincoln,28000,Joe Biden,5040,0
Lincoln,29000,Donald Trump,21848,1
Lincoln,29000,Joe Biden,6607,0
Lincoln,30000,Donald Trump,8672,1
Lincoln,30000,Joe Biden,2835,0
Lincoln,31000,Donald Trump,13071,1
Lincoln,31000,Joe Biden,3692,0
Lincoln,32000,Donald Trump,2067,1
Lincoln,32000,Joe Biden,330,0
Lincoln,33000,Donald Trump,397,0
Lincoln,33000,Joe Biden,513,1
Lincoln,35000,Donald Trump,6942,1
Lincoln,35000,Joe Biden,3194,0
Lincoln,37000,Donald Trump,36341,1
Lincoln,37000,Joe Biden,13274,0
Lincoln,40000,Donald Trump,12013,1
Lincoln,40000,Joe Biden,2609,0
Lincoln,41000,Donald Trump,12460,0
Lincoln,41000,Joe Biden,17385,1
Lincoln,44000,Donald Trump,5779,0
Lincoln,44000,Joe Biden,6633,1
Lincoln,46000,Donald Trump,19617,1
Lincoln,46000,Joe Biden,11981,0
Lincoln,47000,Donald Trump,12281,1
Lincoln,47000,Joe Biden,2919,0
Lincoln,50000,Donald Trump,211,0
Lincoln,50000,Joe Biden,723,1
Lincoln,53000,Donald Trump,5150,1
Lincoln,53000,Joe Biden,1713,0
Lincoln,54000,Donald Trump,6012,1
Lincoln,54000,Joe Biden,1711,0
Lincoln,55000,Donald Trump,10017,1
Lincoln,55000,Joe Biden,6261,0
Lincoln,56000,Donald Trump,8643,1
Lincoln,56000,Joe Biden,1509,0
Lincoln Plt.,23000,Donald Trump,20,1
Lincoln Plt.,23000,Joe Biden,12,0
Lincolnville,23000,Donald Trump,551,0
Lincolnville,23000,Joe Biden,1059,1
Linn,19000,Donald Trump,53364,0
Linn,19000,Joe Biden,70874,1
Linn,20000,Donald Trump,3940,1
Linn,20000,Joe Biden,863,0
Linn,29000,Donald Trump,4363,1
Linn,29000,Joe Biden,1275,0
Linn,41000,Donald Trump,43486,1
Linn,41000,Joe Biden,26512,0
Linneus,23000,Donald Trump,411,1
Linneus,23000,Joe Biden,93,0
Lipscomb,48000,Donald Trump,1205,1
Lipscomb,48000,Joe Biden,131,0
Lisbon,9000,Donald Trump,1331,1
Lisbon,9000,Joe Biden,1099,0
Lisbon,23000,Donald Trump,2853,1
Lisbon,23000,Joe Biden,2190,0
Lisbon,33000,Donald Trump,431,1
Lisbon,33000,Joe Biden,353,0
Litchfield,9000,Donald Trump,2555,0
Litchfield,9000,Joe Biden,2673,1
Litchfield,23000,Donald Trump,1260,1
Litchfield,23000,Joe Biden,850,0
Litchfield,33000,Donald Trump,2824,1
